codesystem,code,descr_en,descr_es,descr_da
snomed,704502000,Partner pregnant,,
snomed,709881001,History of gestational hypertension,,
snomed,709881001,History of gestational hypertension (situation),,
snomed,105651000119100,History of preeclampsia,,
snomed,105651000119100,History of preeclampsia (situation),,
snomed,32271000119102,History of delivery of macrosomal infant (situation),,
snomed,32271000119102,History of delivery of macrosomal infant,,
snomed,713651007,History of pregnancy with abortive outcome,,
snomed,713649008,History of induced termination of pregnancy (situation),,
snomed,713651007,History of pregnancy with abortive outcome (situation),,
snomed,713649008,History of induced termination of pregnancy,,
snomed,713249002,Pyogenic granuloma of gingiva co-occurrent and due to pregnancy (disorder),,
snomed,713249002,Pyogenic granuloma of gingiva co-occurrent and due to pregnancy,,
snomed,105651000119100,History of pre-eclampsia (situation),,
snomed,105651000119100,History of pre-eclampsia,,
snomed,719594003,History of defibulation of vulva to facilitate delivery (situation),,
snomed,719594003,History of defibulation of vulva to facilitate delivery,,
snomed,725924008,History of placenta previa (situation),,
snomed,725924008,History of placenta previa,,
snomed,725924008,History of placenta praevia,,
snomed,725941005,History of third degree perineal laceration (situation),,
snomed,725941005,History of third degree perineal laceration,,
snomed,725942003,History of fourth degree perineal laceration (situation),,
snomed,725942003,History of fourth degree perineal laceration,,
snomed,725943008,History of second degree perineal laceration (situation),,
snomed,725943008,History of second degree perineal laceration,,
snomed,725944002,History of episiotomy (situation),,
snomed,725944002,History of episiotomy,,
snomed,725948004,History of retained placenta (situation),,
snomed,725948004,History of retained placenta,,
snomed,725949007,History of elective cesarean section (situation),,
snomed,725949007,History of elective cesarean section,,
snomed,725949007,History of elective caesarean section,,
snomed,725950007,History of placenta accreta (situation),,
snomed,725950007,History of placenta accreta,,
snomed,725951006,History of emergency cesarean section (situation),,
snomed,725951006,History of emergency cesarean section,,
snomed,725951006,History of emergency caesarean section,,
snomed,725954003,History of induced onset of labor (situation),,
snomed,725954003,History of induced onset of labor,,
snomed,725954003,History of induced onset of labour,,
snomed,726001007,History of live birth (situation),,
snomed,726001007,History of live birth,,
snomed,726513006,History of hemolysis-elevated liver enzymes-low platelet count syndrome (situation),,
snomed,726513006,History of hemolysis-elevated liver enzymes-low platelet count syndrome,,
snomed,726513006,History of haemolysis-elevated liver enzymes-low platelet count syndrome,,
snomed,726513006,H/O: HELLP (hemolysis, elevated liver enzymes, low platelet count) syndrome,,
snomed,726513006,H/O: HELLP (haemolysis, elevated liver enzymes, low platelet count) syndrome,,
snomed,726623007,History of postpartum psychosis (situation),,
snomed,726623007,H/O: postpartum psychosis,,
snomed,726623007,History of postpartum psychosis,,
snomed,726597008,History of spontaneous onset of labor (situation),,
snomed,726597008,H/O: spontaneous onset of labor,,
snomed,726597008,H/O: spontaneous onset of labour,,
snomed,726597008,History of spontaneous onset of labor,,
snomed,726597008,History of spontaneous onset of labour,,
snomed,726625000,History of first degree perineal laceration (situation),,
snomed,726625000,H/O: first degree perineal laceration,,
snomed,726625000,History of first degree perineal laceration,,
snomed,16216731000119106,History of intrauterine fetal death (situation),,
snomed,16216731000119106,History of intrauterine fetal death,,
snomed,16216731000119106,History of intrauterine foetal death,,
snomed,16216821000119102,History of molar pregnancy (situation),,
snomed,16216821000119102,History of molar pregnancy,,
snomed,16216781000119107,History of cholestasis in pregnancy (situation),,
snomed,16216781000119107,History of cholestasis in pregnancy,,
snomed,16216781000119107,H/O: cholestasis of pregnancy,,
snomed,726565008,Past history of small for gestational age baby (situation),,
snomed,726565008,Past history of small for gestational age baby,,
snomed,726565008,H/O: previous small for gestational age baby,,
snomed,726565008,History of previous small for gestational age baby,,
snomed,726565008,History of previous small-for-dates baby,,
snomed,733899004,Past history of baby with fetal growth restriction (situation),,
snomed,733899004,H/O: previous baby with fetal growth restriction,,
snomed,733899004,History of previous baby with fetal growth restriction,,
snomed,733899004,History of previous baby with foetal growth restriction,,
snomed,733899004,Past history of baby with fetal growth restriction,,
snomed,733899004,Past history of baby with foetal growth restriction,,
snomed,726624001,History of previous delivery by vacuum extraction (situation),,
snomed,726624001,H/O: previous delivery by vacuum extraction,,
snomed,726624001,History of previous delivery by vacuum extraction,,
snomed,15011000119104,History of pregnancy loss in non-pregnant woman (situation),,
snomed,15011000119104,History of pregnancy loss in non-pregnant woman,,
snomed,108951000119100,History of preterm premature rupture of membranes (situation),,
snomed,108951000119100,History of preterm premature rupture of membranes,,
snomed,736725001,History of gestational trophoblastic disease (situation),,
snomed,736725001,History of gestational trophoblastic disease,,
snomed,161804005,History of antepartum haemorrhage,,
snomed,161805006,History of caesarean section,,
snomed,127364007,Gravida 1,,
snomed,789776003,History of placental abruption,,
snomed,789776003,History of placental abruption (situation),,
snomed,816150000,History of shoulder dystocia,,
snomed,816150000,History of shoulder dystocia (situation),,
snomed,816161008,Measured gestational weight gain,,
snomed,816161008,Measured gestational weight gain (observable entity),,
snomed,816172003,Measured gestational weight loss,,
snomed,816172003,Measured gestational weight loss (observable entity),,
snomed,16916061000119102,History of postpartum gestational hypertension,,
snomed,16916061000119102,History of postpartum gestational hypertension (situation),,
snomed,16216821000119102,History of hydatidiform mole,,
snomed,1156096005,History of complication occurring during labour and delivery,,
snomed,1156096005,History of complication occurring during labor and delivery (situation),,
snomed,1156096005,History of complication occurring during labor and delivery,,
snomed,1156097001,History of complication of puerperium (situation),,
snomed,1156097001,History of complication of puerperium,,
snomed,1156098006,History of Rhesus isoimmunization affecting pregnancy,,
snomed,1156098006,History of Rhesus isoimmunisation affecting pregnancy,,
snomed,1156098006,History of Rhesus isoimmunization affecting pregnancy (situation),,
snomed,1156099003,History of abnormal glucose tolerance test in pregnancy,,
snomed,1156099003,History of pregnancy with abnormal glucose tolerance test,,
snomed,1156099003,History of pregnancy with abnormal glucose tolerance test (situation),,
snomed,1156101005,History of pregnancy with normal glucose tolerance test,,
snomed,1156101005,History of pregnancy with normal glucose tolerance test (situation),,
snomed,1156101005,History of normal glucose tolerance test in pregnancy,,
snomed,713249002,Pyogenic granuloma of gingiva due to pregnancy (disorder),,
snomed,713249002,Pyogenic granuloma of gingiva due to pregnancy,,
snomed,1208622001,History of short umbilical cord (situation),,
snomed,1208622001,History of short umbilical cord,,
snomed,1230101008,Counseling for pregnancy,,
snomed,1230101008,Counseling for pregnancy (procedure),,
snomed,1230101008,Counselling for pregnancy,,
snomed,568141000005106,Pregnancy after cervical conization,,
snomed,568141000005106,Pregnancy following cone biopsy of uterine cervix,,
snomed,568141000005106,Pregnancy following cone biopsy of uterine cervix (finding),,
snomed,568141000005106,Pregnancy after cervical conisation,,
snomed,16356006,Multiple pregnancy (finding),,
snomed,372731000119106,Glucose in blood 1 hour after glucose dose in pregnancy,,
snomed,372731000119106,Glucose in blood one hour after glucose dose in pregnancy,,
snomed,372731000119106,Glucose in blood one hour after glucose dose in pregnancy (observable entity),,
snomed,1290143004,Past pregnancy history of perinatal death (situation),,
snomed,1290143004,Past pregnancy history of perinatal death,,
snomed,1290152008,Singleton pregnancy,,
snomed,1290152008,Singleton pregnancy (finding),,
snomed,161743003,Past pregnancy history of stillbirth (situation),,
snomed,161743003,Past pregnancy history of stillbirth,,
snomed,161763005,Past pregnancy history of ectopic pregnancy (situation),,
snomed,161763005,Past pregnancy history of ectopic pregnancy,,
snomed,161765003,Past pregnancy history of premature delivery (situation),,
snomed,161765003,Past pregnancy history of premature delivery,,
snomed,161804005,Past pregnancy history of antepartum haemorrhage,,
snomed,161804005,Past pregnancy history of antepartum hemorrhage (situation),,
snomed,161804005,Past pregnancy history of antepartum hemorrhage,,
snomed,161810005,Past pregnancy history of prolonged labor,,
snomed,161810005,Past pregnancy history of prolonged labour,,
snomed,161810005,Past pregnancy history of prolonged labor (situation),,
snomed,267015005,Past pregnancy history of full term delivery (situation),,
snomed,267015005,Past pregnancy history of full term delivery,,
snomed,441493008,Past pregnancy history of premature labor (situation),,
snomed,441493008,Past pregnancy history of premature labor,,
snomed,441493008,Past pregnancy history of premature labour,,
snomed,726001007,Past pregnancy history of live birth (situation),,
snomed,726001007,Past pregnancy history of live birth,,
snomed,726565008,Past pregnancy history of small for gestational age baby (situation),,
snomed,726565008,Past pregnancy history of small for gestational age baby,,
snomed,725954003,Past pregnancy history of induced onset of labor,,
snomed,725954003,Past pregnancy history of induced onset of labor (situation),,
snomed,725954003,Past pregnancy history of induced onset of labour,,
snomed,16216781000119107,Past pregnancy history of cholestasis in pregnancy (situation),,
snomed,16216781000119107,Past pregnancy history of cholestasis in pregnancy,,
snomed,16216821000119102,Past pregnancy history of molar pregnancy,,
snomed,16216821000119102,Past pregnancy history of molar pregnancy (situation),,
snomed,713651007,Past pregnancy history of pregnancy with abortive outcome (situation),,
snomed,713651007,Past pregnancy history of pregnancy with abortive outcome,,
snomed,713649008,Past pregnancy history of induced termination of pregnancy (situation),,
snomed,713649008,Past pregnancy history of induced termination of pregnancy,,
snomed,1156101005,Past pregnancy history of pregnancy with normal glucose tolerance test (situation),,
snomed,1156101005,Past pregnancy history of pregnancy with normal glucose tolerance test,,
snomed,450891000124109,Past pregnancy history of complication of pregnancy, childbirth and/or puerperium (situation),,
snomed,450891000124109,Past pregnancy history of complication of pregnancy, childbirth and/or puerperium,,
snomed,412758008,Past pregnancy history of medical termination of pregnancy (situation),,
snomed,412758008,Past pregnancy history of medical termination of pregnancy,,
snomed,161744009,Past pregnancy history of miscarriage (situation),,
snomed,161744009,Past pregnancy history of miscarriage,,
snomed,428978004,Past pregnancy history of choriocarcinoma of placenta (situation),,
snomed,428978004,Past pregnancy history of choriocarcinoma of placenta,,
snomed,1156096005,Past pregnancy history of complication occurring during labor and delivery (situation),,
snomed,1156096005,Past pregnancy history of complication occurring during labor and delivery,,
snomed,1156096005,Past pregnancy history of complication occurring during labour and delivery,,
snomed,1156097001,Past pregnancy history of complication of puerperium (situation),,
snomed,1156097001,Past pregnancy history of complication of puerperium,,
snomed,725942003,Past pregnancy history of fourth degree perineal laceration,,
snomed,725942003,Past pregnancy history of fourth degree perineal laceration (situation),,
snomed,725943008,Past pregnancy history of second degree perineal laceration,,
snomed,725943008,Past pregnancy history of second degree perineal laceration (situation),,
snomed,816150000,Past pregnancy history of shoulder dystocia,,
snomed,816150000,Past pregnancy history of shoulder dystocia (situation),,
snomed,725941005,Past pregnancy history of third degree perineal laceration,,
snomed,725941005,Past pregnancy history of third degree perineal laceration (situation),,
snomed,726625000,Past pregnancy history of first degree perineal laceration (situation),,
snomed,726625000,Past pregnancy history of first degree perineal laceration,,
snomed,16916061000119102,Past pregnancy history of postpartum gestational hypertension,,
snomed,16916061000119102,Past pregnancy history of postpartum gestational hypertension (situation),,
snomed,161809000,Past pregnancy history of postpartum haemorrhage,,
snomed,161809000,Past pregnancy history of postpartum hemorrhage (situation),,
snomed,161809000,Past pregnancy history of postpartum hemorrhage,,
snomed,726623007,Past pregnancy history of postpartum psychosis (situation),,
snomed,726623007,Past pregnancy history of postpartum psychosis,,
snomed,725948004,Past pregnancy history of retained placenta (situation),,
snomed,725948004,Past pregnancy history of retained placenta,,
snomed,1156098006,Past pregnancy history of Rhesus isoimmunization affecting pregnancy (situation),,
snomed,1156098006,Past pregnancy history of Rhesus isoimmunization affecting pregnancy,,
snomed,1156098006,Past pregnancy history of Rhesus isoimmunisation affecting pregnancy,,
snomed,1156099003,Past pregnancy history of pregnancy with abnormal glucose tolerance test,,
snomed,1156099003,Past pregnancy history of pregnancy with abnormal glucose tolerance test (situation),,
snomed,32271000119102,Past pregnancy history of delivery of macrosomal infant (situation),,
snomed,32271000119102,Past pregnancy history of delivery of macrosomal infant,,
snomed,16216731000119106,Past pregnancy history of intrauterine fetal death (situation),,
snomed,16216731000119106,Past pregnancy history of intrauterine foetal death,,
snomed,16216731000119106,Past pregnancy history of intrauterine fetal death,,
snomed,726597008,Past pregnancy history of spontaneous onset of labor,,
snomed,726597008,Past pregnancy history of spontaneous onset of labor (situation),,
snomed,726597008,Past pregnancy history of spontaneous onset of labour,,
snomed,275568006,Past pregnancy history of normal delivery,,
snomed,275568006,Past pregnancy history of normal delivery (situation),,
snomed,726624001,Past pregnancy history of previous delivery by vacuum extraction (situation),,
snomed,726624001,Past pregnancy history of previous delivery by vacuum extraction,,
snomed,719594003,Past pregnancy history of defibulation of vulva to facilitate delivery,,
snomed,719594003,Past pregnancy history of defibulation of vulva to facilitate delivery (situation),,
snomed,275569003,Past pregnancy history of delivery with no details (situation),,
snomed,275569003,Past pregnancy history of delivery with no details,,
snomed,697994009,Past pregnancy history of induced termination of pregnancy under unsafe conditions (situation),,
snomed,697994009,Past pregnancy history of induced termination of pregnancy under unsafe conditions,,
snomed,161813007,Past pregnancy history of previous forceps delivery (situation),,
snomed,161813007,Past pregnancy history of previous forceps delivery,,
snomed,161805006,Past pregnancy history of cesarean section (situation),,
snomed,161805006,Past pregnancy history of caesarean section,,
snomed,161805006,Past pregnancy history of cesarean section,,
snomed,725949007,Past pregnancy history of elective cesarean section (situation),,
snomed,725949007,Past pregnancy history of elective caesarean section,,
snomed,725949007,Past pregnancy history of elective cesarean section,,
snomed,725951006,Past pregnancy history of emergency caesarean section,,
snomed,725951006,Past pregnancy history of emergency cesarean section (situation),,
snomed,725951006,Past pregnancy history of emergency cesarean section,,
snomed,725944002,Past pregnancy history of episiotomy (situation),,
snomed,725944002,Past pregnancy history of episiotomy,,
snomed,1290167007,Past pregnancy history of neonatal death,,
snomed,1290167007,Past pregnancy history of neonatal death (situation),,
snomed,472971004,Past pregnancy history of gestational diabetes mellitus,,
snomed,472971004,Past pregnancy history of gestational diabetes mellitus (situation),,
snomed,161806007,Past pregnancy history of eclampsia,,
snomed,161806007,Past pregnancy history of eclampsia (situation),,
snomed,736725001,Past pregnancy history of gestational trophoblastic disease (situation),,
snomed,736725001,Past pregnancy history of gestational trophoblastic disease,,
snomed,709881001,Past pregnancy history of gestational hypertension (situation),,
snomed,709881001,Past pregnancy history of gestational hypertension,,
snomed,725950007,Past pregnancy history of placenta accreta,,
snomed,725950007,Past pregnancy history of placenta accreta (situation),,
snomed,105651000119100,Past pregnancy history of pre-eclampsia (situation),,
snomed,105651000119100,Past pregnancy history of pre-eclampsia,,
snomed,161807003,Past pregnancy history of severe pre-eclampsia (situation),,
snomed,161807003,Past pregnancy history of severe pre-eclampsia,,
snomed,726513006,Past pregnancy history of hemolysis-elevated liver enzymes-low platelet count syndrome (situation),,
snomed,726513006,Past pregnancy history of hemolysis-elevated liver enzymes-low platelet count syndrome,,
snomed,726513006,Past pregnancy history of haemolysis-elevated liver enzymes-low platelet count syndrome,,
snomed,789776003,Past pregnancy history of placental abruption (situation),,
snomed,789776003,Past pregnancy history of placental abruption,,
snomed,108951000119100,Past pregnancy history of preterm premature rupture of membranes (situation),,
snomed,108951000119100,Past pregnancy history of preterm premature rupture of membranes,,
snomed,1208622001,Past pregnancy history of short umbilical cord (situation),,
snomed,1208622001,Past pregnancy history of short umbilical cord,,
snomed,725924008,Past pregnancy history of placenta previa (situation),,
snomed,725924008,Past pregnancy history of placenta praevia,,
snomed,725924008,Past pregnancy history of placenta previa,,
snomed,15011000119104,Past pregnancy history of pregnancy loss in non-pregnant woman (situation),,
snomed,15011000119104,Past pregnancy history of pregnancy loss in non-pregnant woman,,
snomed,733899004,Past pregnancy history of fetal growth restriction (situation),,
snomed,733899004,Past pregnancy history of fetal growth restriction,,
snomed,1290170006,Past pregnancy history of early neonatal death,,
snomed,1290170006,Past pregnancy history of early neonatal death (situation),,
snomed,1290171005,Past pregnancy history of late neonatal death,,
snomed,1290171005,Past pregnancy history of late neonatal death (situation),,
snomed,1290175001,Shared antenatal care (regime/therapy),,
snomed,1290175001,Shared antenatal care,,
snomed,1290176000,Hospital antenatal care (regime/therapy),,
snomed,1290176000,Hospital antenatal care,,
snomed,1290177009,Midwifery led antenatal care (regime/therapy),,
snomed,1290177009,Midwifery led antenatal care,,
snomed,1290178004,General practitioner led antenatal care (regime/therapy),,
snomed,1290178004,General practitioner led antenatal care,,
snomed,1290209002,Past pregnancy history of recurrent miscarriage (situation),,
snomed,1290209002,Past pregnancy history of recurrent miscarriage,,
snomed,1290210007,Past pregnancy history of multiple miscarriages,,
snomed,1290210007,Past pregnancy history of multiple miscarriages (situation),,
snomed,272058002,Past pregnancy history of delivery procedure,,
snomed,272058002,Past pregnancy history of delivery procedure (situation),,
snomed,1300163008,Past pregnancy history of multiple induced termination of pregnancy,,
snomed,1300163008,Past pregnancy history of multiple induced termination of pregnancy (situation),,
snomed,1300163008,History of multiple induced termination of pregnancy,,
snomed,1300203003,Pregnancy resulting from natural conception (finding),,
snomed,1300203003,Pregnancy resulting from natural conception,,
snomed,1303255001,Medium risk pregnancy,,
snomed,1303255001,Medium risk pregnancy (finding),,
snomed,47200007,HRP - high risk pregnancy,,
snomed,450891000124109,History of complication of pregnancy, childbirth and/or puerperium (situation),,
snomed,450891000124109,History of complication of pregnancy, childbirth and/or puerperium,,
snomed,813541000000100,Pregnancy resulting from assisted conception,,
snomed,813541000000100,Pregnancy resulting from assisted conception (finding),,
snomed,69840006,Normal breast feeding,,
snomed,69840006,Effective breastfeeding,,
snomed,69840006,Normal breast feeding (finding),,
snomed,69840006,Performs breastfeeding,,
snomed,69840006,Normal breastfeeding,,
snomed,69840006,Normal breastfeeding (finding),,
snomed,47703008,Lactose,,
snomed,47703008,Lactose (substance),,
snomed,47703008,Milk sugar,,
snomed,34271001,Lactose tolerance test,,
snomed,34271001,Lactose challenge test,,
snomed,34271001,Lactose tolerance test (procedure),,
snomed,34271001,LTT - Lactose tolerance test,,
snomed,782415009,Intolerance to lactose,,
snomed,782415009,Intolerance to lactose (finding),,
snomed,190751001,Primary lactose intolerance,,
snomed,190751001,Primary lactose intolerance (disorder),,
snomed,190751001,Primary intolerance to lactose,,
snomed,190751001,Primary intolerance to lactose (finding),,
snomed,73211009,Diabetes mellitus,,
snomed,73211009,DM - Diabetes mellitus,,
snomed,73211009,Diabetes mellitus (disorder),,
snomed,46635009,Insulin dependent diabetes mellitus,,
snomed,46635009,Diabetes mellitus type I,,
snomed,46635009,IDDM,,
snomed,46635009,Type 1 diabetes mellitus,,
snomed,46635009,Diabetes mellitus type 1,,
snomed,46635009,IDDM - Insulin-dependent diabetes mellitus,,
snomed,46635009,Insulin-dependent diabetes mellitus,,
snomed,46635009,Type I diabetes mellitus,,
snomed,46635009,Juvenile onset diabetes mellitus,,
snomed,46635009,Diabetes mellitus type 1 (disorder),,
snomed,46635009,T1DM - type 1 diabetes mellitus,,
snomed,44054006,Diabetes mellitus type II,,
snomed,44054006,Non-insulin dependent diabetes mellitus,,
snomed,44054006,NCDMM,,
snomed,44054006,Type 2 diabetes mellitus,,
snomed,44054006,NIDDM,,
snomed,44054006,Diabetes mellitus type 2,,
snomed,44054006,Non-insulin-dependent diabetes mellitus,,
snomed,44054006,Maturity onset diabetes mellitus,,
snomed,44054006,NIDDM - Non-insulin dependent diabetes mellitus,,
snomed,44054006,Type II diabetes mellitus,,
snomed,44054006,Diabetes mellitus - adult onset,,
snomed,44054006,Diabetes mellitus type 2 (disorder),,
snomed,44054006,T2DM - diabetes mellitus type 2,,
snomed,763325000,Insulin resistance (disorder),,
snomed,763325000,Insulin resistance,,
snomed,86406008,Human immunodeficiency virus infection,,
snomed,86406008,HIV infection,,
snomed,86406008,Human immunodeficiency virus infection (disorder),,
snomed,86406008,HIV - Human immunodeficiency virus infection,,
snomed,118940003,Disease of nervous system,,
snomed,118940003,Neurological disorder,,
snomed,118940003,Nervous system disease,,
snomed,118940003,Disease of nervous system (disorder),,
snomed,118940003,Disorder of nervous system (disorder),,
snomed,118940003,Disorder of nervous system,,
snomed,165816005,HTLV-3 antibody positive,,
snomed,165816005,HIV positive,,
snomed,165816005,HIV positive (finding),,
snomed,165816005,Human immunodeficiency virus (HIV) positive (finding),,
snomed,165816005,Human immunodeficiency virus (HIV) positive,,
snomed,165816005,Human immunodeficiency virus positive (finding),,
snomed,165816005,Human immunodeficiency virus positive,,
snomed,165816005,Human immunodeficiency virus detected (finding),,
snomed,165816005,Human immunodeficiency virus detected,,
snomed,165816005,HIV detected,,
snomed,19030005,Human immunodeficiency virus,,
snomed,19030005,HIV,,
snomed,19030005,AIDS virus,,
snomed,19030005,Human immunodeficiency virus (organism),,
snomed,19030005,HIV - Human immunodeficiency virus,,
https://gsrs.ncats.nih.gov/ginas/app/beta,XK4IUX8MNB,Hypericum perforatum,,
https://gsrs.ncats.nih.gov/ginas/app/beta,XK4IUX8MNB,Hypericum perforatum L.,,
https://gsrs.ncats.nih.gov/ginas/app/beta,XK4IUX8MNB,St. Johns wort,,
